rZbHg4ACfN3iShdsT47WKQ,American (New)_Barbeque_Restaurants_,Phoenix,Jan,4.75
rZbHg4ACfN3iShdsT47WKQ,American (New)_Barbeque_Restaurants_,Phoenix,Feb,4.46153846154
rZbHg4ACfN3iShdsT47WKQ,American (New)_Barbeque_Restaurants_,Phoenix,Mar,4.7037037037
rZbHg4ACfN3iShdsT47WKQ,American (New)_Barbeque_Restaurants_,Phoenix,Apr,4.84210526316
rZbHg4ACfN3iShdsT47WKQ,American (New)_Barbeque_Restaurants_,Phoenix,May,4.21052631579
rZbHg4ACfN3iShdsT47WKQ,American (New)_Barbeque_Restaurants_,Phoenix,Jun,4.53333333333
rZbHg4ACfN3iShdsT47WKQ,American (New)_Barbeque_Restaurants_,Phoenix,Jul,4.4347826087
rZbHg4ACfN3iShdsT47WKQ,American (New)_Barbeque_Restaurants_,Phoenix,Aug,4.56756756757
rZbHg4ACfN3iShdsT47WKQ,American (New)_Barbeque_Restaurants_,Phoenix,Sep,4.38095238095
rZbHg4ACfN3iShdsT47WKQ,American (New)_Barbeque_Restaurants_,Phoenix,Oct,4.66666666667
rZbHg4ACfN3iShdsT47WKQ,American (New)_Barbeque_Restaurants_,Phoenix,Nov,4.59090909091
rZbHg4ACfN3iShdsT47WKQ,American (New)_Barbeque_Restaurants_,Phoenix,Dec,4.47368421053
8buIr1zBCO7OEcAQSZko7w,Tapas/Small Plates_Tapas Bars_Restaurants_,Las Vegas,Jan,3.0
8buIr1zBCO7OEcAQSZko7w,Tapas/Small Plates_Tapas Bars_Restaurants_,Las Vegas,Feb,0.0
8buIr1zBCO7OEcAQSZko7w,Tapas/Small Plates_Tapas Bars_Restaurants_,Las Vegas,Mar,5.0
8buIr1zBCO7OEcAQSZko7w,Tapas/Small Plates_Tapas Bars_Restaurants_,Las Vegas,Apr,0.0
8buIr1zBCO7OEcAQSZko7w,Tapas/Small Plates_Tapas Bars_Restaurants_,Las Vegas,May,4.0
8buIr1zBCO7OEcAQSZko7w,Tapas/Small Plates_Tapas Bars_Restaurants_,Las Vegas,Jun,3.5
8buIr1zBCO7OEcAQSZko7w,Tapas/Small Plates_Tapas Bars_Restaurants_,Las Vegas,Jul,0.0
8buIr1zBCO7OEcAQSZko7w,Tapas/Small Plates_Tapas Bars_Restaurants_,Las Vegas,Aug,5.0
8buIr1zBCO7OEcAQSZko7w,Tapas/Small Plates_Tapas Bars_Restaurants_,Las Vegas,Sep,0.0
8buIr1zBCO7OEcAQSZko7w,Tapas/Small Plates_Tapas Bars_Restaurants_,Las Vegas,Oct,0.0
8buIr1zBCO7OEcAQSZko7w,Tapas/Small Plates_Tapas Bars_Restaurants_,Las Vegas,Nov,0.0
8buIr1zBCO7OEcAQSZko7w,Tapas/Small Plates_Tapas Bars_Restaurants_,Las Vegas,Dec,1.0
iXA8Y2bzvZo8MjALfZxrIg,Bars_American (Traditional)_Nightlife_Restaurants_,Las Vegas,Jan,3.0
iXA8Y2bzvZo8MjALfZxrIg,Bars_American (Traditional)_Nightlife_Restaurants_,Las Vegas,Feb,3.7
iXA8Y2bzvZo8MjALfZxrIg,Bars_American (Traditional)_Nightlife_Restaurants_,Las Vegas,Mar,3.61538461538
iXA8Y2bzvZo8MjALfZxrIg,Bars_American (Traditional)_Nightlife_Restaurants_,Las Vegas,Apr,3.16666666667
iXA8Y2bzvZo8MjALfZxrIg,Bars_American (Traditional)_Nightlife_Restaurants_,Las Vegas,May,3.64705882353
iXA8Y2bzvZo8MjALfZxrIg,Bars_American (Traditional)_Nightlife_Restaurants_,Las Vegas,Jun,3.375
iXA8Y2bzvZo8MjALfZxrIg,Bars_American (Traditional)_Nightlife_Restaurants_,Las Vegas,Jul,3.39285714286
iXA8Y2bzvZo8MjALfZxrIg,Bars_American (Traditional)_Nightlife_Restaurants_,Las Vegas,Aug,3.6
iXA8Y2bzvZo8MjALfZxrIg,Bars_American (Traditional)_Nightlife_Restaurants_,Las Vegas,Sep,4.0
iXA8Y2bzvZo8MjALfZxrIg,Bars_American (Traditional)_Nightlife_Restaurants_,Las Vegas,Oct,3.71428571429
iXA8Y2bzvZo8MjALfZxrIg,Bars_American (Traditional)_Nightlife_Restaurants_,Las Vegas,Nov,3.66666666667
iXA8Y2bzvZo8MjALfZxrIg,Bars_American (Traditional)_Nightlife_Restaurants_,Las Vegas,Dec,4.0
